source,stock,nid,date,likes,text
dc_body,한국주식갤,3097306,,,"맨 밑에 요약 있음. 1. 기본적인 문제상황 컴퓨터 연산은 파이프라인임. 저장장치에서 데이터를 읽고 그것을 연산하는게 컴퓨팅임. 한군데라도 지연이 발생하면 파이프라인 전체가 지연됨. 따라서 어디가 가장 느린가가 컴퓨터 전체의 속도를 결정하는 병목이 됨. 그리고 그 병목은 항상 저장장치 읽기임. 2. 왜 저장장치는 느릴까 이유는 장치에 이용하는 소자의 읽기 속도가 달라서임. 연산유닛은 sram을 씀. 메모리는 dram을 씀. ssd는 nand을 씀. 소자의 읽기 속도는 비용, 집적도, 용량과 반비례함. 빠를수록 비싸고, 미세화가 어렵고, 대용량으로 만들기 어려움. 오늘 글은 hbf에 대해 이해를 위한것으므로 nand의 특성을 좀 알아야한다. hbf는 ssd처럼 nand를 이용한거니까. 3. ram sram이나 dram은 이름이 비슷한것에서 알수 있듯이 구조가 비슷하다. 기본적으로 둘 다 휘발성임. 전원을 차단하면 곧 데이터가 사라진단것임. 이건 데이터를 저장하는 방식때문임.  이 휘발성이 디램의 속도와 관련있음(sram은 복잡하니까 스킵. 안중요함.) 자세한 메커니즘은 가독성을 위해 생략하고, 핵심만 말하자면, 디램은 캐퍼시터에 전하를 가둬놓는 방식이라 트랜지스터를 열면 전하가 바로 튀어나옴. 이 전하를 측정하는게 디램을 읽는단거고. 즉 튀어나오려는 전기를 가둬뒀다가 문을 열어서 튀어나온걸로 값을 읽는거라 빠르다고 보면 됨. 게다가 디램은 이걸 특정 셀만 선택해서 읽을수 있음. 4. nand 낸드는 절연막으로 둘러쌓인 공간에 전하를 가둬둠. 디램이 트랜지스터에 가해진 전압으로 문을 잠궈두고 있는다면, 낸드는 에너지가 아니라 그냥 부도체 물질로 전하를 가둬두는것임. 그래서 전원이 차단되어도 각 셀의 전하가 그대로 있으므로 데이터가 휘발되지 않는거고, 한번 쓴 데이터는 10년이상 보존되는것임. 그런데 이 절연막은 각 셀의 문턱전압을 높임. 그리고 낸드는 집적도를 위해 각 셀을 읽을수 있는 구조를 제거했음. 각 셀과 비트라인을 연결한것이 컨택트인데, 이것때문에 디램은 각 셀을 개별적으로 읽을수 있음. 문제는 이게 트랜지스터보다 작게만들기 힘든 구조란것임. 셀 면적 대부분을 차지하는건 트랜지스터가 아니라 컨택트임. 그래서 낸드는 컨택트를 없애버리고 셀을 직렬로 연결했음. 비유하자면 호텔 각 방의 문을 다 없애고 방 사이에 문을 뚫어서 직렬로 연결해버린것임. 첫 방과 마지막 방만 밖으로 나가는 문이 있는거지. 이러니 복도에서 각 방을 선택해서 들어가 확인할수가 없음. 그러면 어떻게 읽느냐. 복도에서 방으로 직접 들어갈수는 없지만, 각 방의 문을 개폐하는 회선은 갖춰져 있음. 그리고 방에 들어있는 전하가 많을수록 방 문은 무거워짐. 그래서 예를들어 방이 300개 직렬로 연결돼 있고, 3번방의 전하를 알고싶다면, 3번방을 제외한 나머지 모든 방 문을 리모컨으로 강제로 개방함(강한 전압으로). 그리고 첫 방에서 전류를 흘리는데, 차츰 세기를 높여가며 흘려서 끝방까지 통과하는지를 본다. 세기가 1, 2, 3일때는 끝방에 바람이 안불다가 4일때부터 불기 시작하면 방문이 열렸단거고, 4의 힘으로 방문이 열렸으니 방문의 무게(전하량)가 그정도라는 뜻이지. 즉 낸드는 공간을 많이 차지하는 컨택트(복도로 통하는 각 방 문)를 없애서 집적도를 매우 높였지만, 그 대가로 각 방을 선택적으로 읽을수 없게됐단것임. 그래서 수백개 직렬로 연결된 셀 전체를 한번에 읽어야함. 셀 하나를 읽기 위해 299개 방의 문을 열어야하는거지. 따라서 읽기가 느림. 방으로 비유를 했지만 실제 셀은 방문처럼 뚫린 구조는 아님. 전류가 통과하는 물질인데 수백개 셀이 직렬로 길게 이어져있으니 저항이 커짐. 즉 전류가 미세하게 흐름. 따라서 끝 방에서 전류를 잰다는건, 실바람이 나오는걸 손가락에 침묻혀서 느끼는거랑 비슷함. 노이즈를 구분하고 정말로 전류가 흐르는지 측정하려면 전류를 모아서 적분해야함. 양동이에 물 모으듯이. 그래서 시간이 필요함. 디램은 읽기가 나노초단위인데 낸드는 마이크로초단위임. 3000배정도 차이가 남. 5. 메모리 다시 메모리로 돌아가보자. 메모리의 역할은? cpu의 연산은 빠르고 저장장치에서 데이터를 읽어오는건 느림. 그래서 항상 cpu는 놀고 저장장치에서 데이터를 읽어오는게 파이프라인 전체의 속도를 결정함. 근데 미리 데이터를 꺼내둔다면? 반복해서 사용하는 데이터를 꺼내두고, 혹은 어떤 데이터를 꺼내야할지 미리 예측해서 꺼내놓을수 있다면? 그게 메모리임. 저장장치보다 대역폭(통로 크기)이 크고 레이턴시(지연시간)는 짧은 중간 다리에다가 대량의 데이터를 미리 꺼내놓고 연산유닛으로 넘겨주는 역할을 하는것임. 그리고 이게 ai연산에서 메모리가 중요한 이유임. ai가 작동한다는건, 입력값이 모델의 가중치와 행렬곱 된다는것임. 가중치는 매번 입력마다 전부 불려와야함. 매번 똑같은 가중치를 불러오므로, 꺼내올 데이터를 예상할수 있거나 반복적인 경우에 정확히 부합함. 그래서 ai컴퓨팅에서 메모리가 중요한것임. ssd에서 가중치를 매번 불러올 이유가 없기때문이지. 어차피 매번 똑같은 데이터를 불러오니까. 그래서 대용량 고대역폭 메모리를 만들어서 메모리 위에다 항상 가중치를 띄워두는거고. 그게 바로 hbm임. 6. 토큰원가: 배칭(batching) ai칩은 매우 비싸고 수명이 짧기때문에 ai원가는 고정비(처음 공장짓는 비용=칩값)가 대부분임. 따라서 일단 큰돈들여 공장을 지었으면 24시간 풀가동 시켜야 이윤이 커지는 구조. 그런데 ai연산은 한개의 입력에도 가중치를 전부 읽어와야한다 했지. 그게 메모리를 차지하고. 그래서 입력 한개를 바로 처리하면 이윤이 안생김. 왜냐면 가장 비싼 gpu는 팽팽 놀고있거든. 그래서 입력을 많이 모아서 한 버스에 태워보냄. 어차피 가중치는 똑같으니까. 이러면 gpu 가동률이 높아짐. 비싼 gpu가 놀지않고 일해서 토큰을 뽑아내니 이윤이 커짐. 따라서 ai경제학은 버스가 한번에 태울수 있는 사람 수(배치 크기)가 매우 중요함. 그게 대역폭이 중요한 이유임. 그래서 hbf가 hbm의 보완재로 거론되는것임. hbf는 ssd를 기판이랑 인터포저 수천개로 직접 연결해서 대역폭을 키운것이거든. ssd가 4차선도로, 디램이 300차선 도로라면 hbf는 2000차선 도로임. 7. hbf 기본적으론 낸드를 적층하고 수직통로를 뚫어 3d로 만든것을, hbm처럼 인터포저 수천개로 기판이랑 연결해서 통로를 넓힌것임. 통로가 넓으므로 데이터를 한번에 대량으로 보낼수있음. 배치크기가 커지므로 gpu가동률이 높아지지. 근데 2000차선 도로라도 자동차가 느리다면? 컴퓨팅은 파이프라인이라 했지. 파이프라인에선 반드시 이전 연산이 완료되어야 다음 연산으로 넘어갈수 있는 구간이 있음. 기본적인 저장장치-메모리-연산유닛 관계도 그렇고, 알고리즘 측면에서도 그래. 예를들어 llm은 토큰을 텍스트나 이미지가 입력되면 그걸 토큰으로 변환하고, 연산을 통해 새 토큰(출력토큰)을 생성하는데, 이때 새로 출력된 토큰도 기존 토큰을 다시 전부 참조함. (참고로 이 무식한 행위의 반복계산을 줄이려고 사용하는게 kv캐쉬임) 비유하자면 피아노랑 비슷하달까. 도 눌러보고 그 음을 들어본다음 그에 어울리는 다음 건반을 눌러보고, 아닌거같으면 다른건반 누르고... 아무튼 한 작업이 완료돼야 다음 작업으로 넘어갈수있는 워크로드가 있단것임. 그래서 이런 작업은 대역폭만 크다고 해결되는게 아님. 작업이 피드백돼야하는데 피드백이 매우 느리면 결국 속도가 안나는것임. 여기서 레이턴시가 중요함. 태생적으로 낸드는 읽기가 느려셔 레이턴시가 큼. 지연시간이 길기때문에 kv캐쉬 처리처럼 빠른 연산이 필요한 일은 할수 없음. 즉 현재 hbm은 대용량 데이터 불러오기(주로 가중치)라는 역할과, 그 데이터를 가지고 연산유닛이 작업할 공간(작업대) 역할 두가지를 하는데, hbf는 이중 첫번째것만 대체 가능하지 두번째것은 못한단것임. 8. hbf가 hbm을 얼마나 대체할수 있는가 그것은 아주 복잡한 문제임. 앞서말했듯 hbf는 대역폭에서 크게 우위지만 레이턴시에서 크게 밀려 작업대 역할을 할수 없음. 대역폭은 배치크기를 늘리고 gpu가동률을 높여주지만, 레이턴시가 병목이 되면 결국 gpu가 놀게될수 있음. 비유하자면 버스 하나에 1000명씩 태워보내도, 버스 자체가 매우 느리게 가서 gpu에서 그걸 순식간에 처리하고 다음! 이라고 해도 다음 버스가 도착하는데 시간이 오래 걸려서 결국 gpu가 놀게된단것임. 이때 한가지 해결책은 버스를 미리 보내는것임. 아까 보낸 버스 작업분량을 gpu가 다 처리하기 전에 버스를 미리 계속 보내는거야. 근데 아무 데이터나 막 보낼수는 없잖아. 게다가 gpu의 처리결과에 따라 어떤 데이터를 보내야하는지도 결정되고. 그래서 예측력과 계획력이 중요해짐. (cpu가 점점 중요해지는 이유중 하나) gpu가 어떤 결과를 내놓을지, 어떤 데이터가 필요할지 미리 어느정도 예측할수 있으면 낮은 속도를 어느정도 극복할수 있는거지. 그래서 예측, 계획 알고리즘이 발달하면 hbf가 더 활약할수 있단거지. 그러나 어땠든 작업대 역할은 절대 대체를 못하고, kv캐쉬는 매우 중요해지고 점점더 중요해지므로 hbm을 완전대체할수는 없음. 게다가 hbf는 열에 더 취약함. 이유는 스킵. 또한 둘은 칩 내부 배치에서 트레이드오프관계임. gpu가장자리가 유한하기때문에 결국 gpu에 이어질수 있는 외부 유닛도 유한하니까. 칩에 hbf를 더 박을수록 hbm을 덜 박게됨. 대역폭을 늘리고 레이턴시와 작업공간을 줄인단건데 이 트레이드오프가 어느지점에서 균형을 이루는가는 알고리즘, 엔지니어링의 물리 이슈(열, 전기), hbf수명 문제(생각보다 짧을수있음), 가격 등에 의해 결정될것임. 즉 매우 복잡한 다변수함수라 실제로 사용해서 데이터가 쌓여봐야 안다는거. 9. 해자 hbm보다 만들기 쉽다. 디램,낸드보다는 어렵다. 일단 euv가 필요없다. 미세화가 불필요하고 불가능하기때문. hbm의 첫번째 해자는 미세화된 디램에서 나오고 중국은 euv가 없어서 여기서 일단 막히는데 낸드는 그게 아니라서 따라올수 있음. 본딩, 적층 해자는 오히려 디램보다 낸드가 이걸 먼저 해왔기때문에 얕음. 디램을 만든다고 hbm적층을 쉽게 해내는건 아니지만, 낸드를 만드는 회사라면 hbf적층은 상대적으로 쉽게 할수 있음. 불량률 관리도 마찬가지임. 구조 자체가 태생적으로 불량셀을 전제한것임. 디램은 완벽해야하고 불량셀이 있으면 불량품이 되지만 hbf는 안그래. hbm만큼의 제조 해자는 없다고 볼수있다. 그러면 해자가 어디에 있는가? 설계에 있음. 원래 에러가 잘 나는 물건을 ssd의 100배 대역폭에서 처리해야 하므로 에러보정 연산을 훨씬 많이 해야함. 그리고 속도가 느린만큼 위에서 이야기한 예측, 계획(프리페치 스케쥴링) 능력이 중요한데 이건 제조사가 아니라 설계쪽에서 맡는것임. 즉 hbf은 제조해자보다는 그 안에 든 소프트에 해자가 있다고 할수있는것임. 물론 hbm도 칩메이커랑 공동설계하긴 하지만, 그냥 물리적으로 만드는게 어렵고 수율이 안나와서 해자가 깊은데 hbf은 그게 아니란거지. 따라서 중국이 매우 빠르게 추격 가능한 영역임. 만약 중국이 빠르게 노하우를 축적하고 따라붙는다면 중국식 물량공세에 의해 가격이 떨어져 마진율이 안나올수도 있을것임. 그러나 반드시 그렇다고만은 할수없고, 결국 안보, 파트너십, 그리고 어쩌면 열 관련 노하우가 해자가 될지도 모름. 결론은 또 가봐야안다는것. 그러나 기본적으론 hbm만큼 든든국밥은 아니란것. 10. 전략 근데 어쩃든 칩 하나에 hbf를 더 박으면 hbm을 덜 박게된다. 그러면 hbm을 만드는 회사에서 hbf를 개발하는건 자충수 아닌가? 맞다. 근데 안할수 없음. 이미 남들이 시작해서. 사실 샌디스크가 선두임. 그리고 샌디는 낸드만 하지 디램을 안함. hbf는 hdm을 잠식할수 있는데 샌디는 디램•hbm을 안하니 아무 걱정 없이 hbf를 만들수 있지. 샌디입장에선 낸드보다 마진율이 더 좋다는 장점밖에 없으니까. 이미 남들이 시작했다면 거기 올라탈수밖에 없음. 아무도 hbf를 안하면 좋겠지만 그게 아닐테니. 그리고 사실 하닉은 낸드로 그다지 재미 못보기도 했고. 그래서 이익이 별로 안남는 낸드사업을 ai용 hbf로 진화시켜서 이윤을 높이려는 동기가 있었을것임. 게다가 hbf도 어느정도 디램-hbm관계처럼 웨이퍼, 팹 잠식효과가 있음. hbm의 3대1 수준으로 극적인건 아니지만. 그래서 hbf를 만들수록 낸드 가격이 높아질지도 모름. 단, ssd나 usb같은거 말고 첨단낸드에 한해서. hbf 채택률(전체 첨단낸드 대비 hbf생산량)이 중요할것임. 쥐꼬리만큼 만들면 기존 낸드 물량을 줄이는 효과가 미약하니까. 한편 반드시 hbf가 hbm시장을 잠식한다는 보장도 없음. hbf가 대역폭, 용량을 키워서 토큰원가가 싸지고 그게 ai서비스 비용을 낮춰서 더 많은 기업들이 사용하게된다면 매출이 증가해서 파이 자체가 커질수도 있음. 고정된 파이를 hbm과 hbf가 나눠먹는게 아니라 hbf가 비용절감효과로 수요증가를 유발해 파이 자체를 키울수도 있다는거지. 한편 마진은 누가 많이 챙겨갈것인가? 만약 열 관리가 별 문제가 아니고 제조해자가 낮다면 소프트층이 중요해지는데, 이게 각 층마다 서로 접근 못하는 영역이라(예를들어 인터페이스는 시놉시스, 케이던스같은 회사에서 사올 가능성이 높음) 마진 잠식은 아마 로직다이에서 발생하지 않을까 함. 칩의 컨트롤러 역할을 하는게 로직다이니까. 그러므로 삼전은 낸드 세계1위, ssd자체설계, 로직다이까지 만드느 파운드리가 있으므로 hbf의 마진이 tsmc로 안빠져 나갈것임. 반면 하이닉스는 tsmc에 마진 상당부분을 뜯길 가능성이 있고. 그러므로 중국이 hbf를 따라온다 해도, 첨단로직다이가 없어서 전성비가 구린 제품으로 내수용에 그치고 글로벌 최첨단 ai데센용은 못만들지도 모름. 아무튼 삼전은 파운드리 안버린게 결국 신의한수였을 가능성이 높아보이네. 10. 요약 (1) hbf는 hbm을 대체하는 다음단계 기술이 아님. 역할이 다름. (2) 칩 내 배치 측면에선 트레이드오프관계. (3) hbf는 제조 해자가 hbm보다 낮음. 디램보단 높음. 중국이 추격하기 쉬울수 있음. (4) 제조해자보다 설계해자나 인증,생태계 해자가 더 강력할 가능성이 높음. (5) hbf가 ai칩에서 잘 작동할지, 얼마나 경제적일지는 지금으로선 알수 없음. 실제 사용으로 데이터가 쌓여봐야 알음. (6) hbf의 성공은 엔지니어링의 물리적 이슈, 대세 알고리즘, hbm가격과 hbf가격 비율 등 다양한 변수가 얽힌 복잡한 문제임. (7) 열 관리와 수율 노하우로 제조에서 해자를 못만든다면 소프트나 로직다이가 해자가 되고 마진을 포집할 가능성이 높음. 이 시나리오대로 되면 의외로 중국이 글로벌 점유율을 못가져가고 삼전이 유리할수도?"
dc_body,한국주식갤,3097305,,,쫄려서 못하겠농...
dc_body,한국주식갤,3097304,,,보합 마감하며
dc_body,한국주식갤,3097303,,,그리고 내일 130만 시작 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
dc_body,한국주식갤,3097302,,,난 매일매일이 오늘 같았으면 좋겠음
dc_body,한국주식갤,3097301,,,뭐있나본데
dc_body,한국주식갤,3097300,,,가즈아 - dc official App
dc_body,한국주식갤,3097299,,,어이가없네
dc_body,한국주식갤,3097298,,,뭔가 바람이 바뀐거 같다
dc_body,한국주식갤,3097297,,,이게 주식이지
dc_body,한국주식갤,3097295,,,ㅋㅇㅋ
dc_body,한국주식갤,3097294,,,이게 말이 되는 수치인가 진짜
dc_body,한국주식갤,3097293,,,응 데이트레이딩 ㅇㅈㄹ
dc_body,한국주식갤,3097291,,,^^ㅣ발
dc_body,한국주식갤,3097290,,,토스로 처음 해봤는데 이것저것 시스템 배우면서 하느라 단타 기회 2번 놓침 3번 매수 매도 해서 42000원 넘게 벌었는데 거의 움직임이 코인 수준이라 만족스러움 ㅋㅋ
dc_body,한국주식갤,3097289,,,우직한 의리 개미는 맞지 - dc official App
dc_body,한국주식갤,3097284,,,와 진짜 요새 낚시가 심하네 시장이 낚시를 해 ㅋㅋㅋ
dc_body,한국주식갤,3097281,,,개미가 하도 던져서 지들이 사도 잘 안오르는 분위기 아님? 물량 확보 할때 까지는 계속 절망감 주면서 조용히 물량만 모을거 같은데
dc_body,한국주식갤,3097280,,,이거제ㅋㅋㅋㅋ
dc_body,한국주식갤,3097279,,,5분봉기준 상승저항 너무 심함 한번더 박을듯 - dc official App
dc_body,한국주식갤,3097278,,,레버가 없으니깐...
dc_body,한국주식갤,3097277,,,https://www.youtube.com/watch?v=Zi0Disjv-DY
