id,pool_size,source,stock,basis,psych_type,outcome,text
DM-001752,268,토론방 본문,NAVER,,,,자자 나 처럼해봐 자자 1억으로 시작 한다  치자 18만원대ㅡ1억 매수 해야해 19만원대ㅡ8천 매수 해야해 더 떨어지면 2천 추가매수 ​ 그리고 기다려 22만이상 오면  70%매도 그리고 23만이상 오면  올 매도! ​
DM-001346,268,토론방 본문,LG에너지솔루션,,,,공매도가 너무심한데요 손실 복구할수 있을까요? 39만원이면 저렴하다고 생각했는데 이리 계속 뺄줄이야 ㅠㅠ
DM-001889,268,토론방 댓글,에코프로비엠,,,,존버는 승리합니다 단  현금 매수자만해당
DM-002189,268,토론방 본문,알테오젠,,,,"부럽네요 리가캠바이오 김용주 회장, 15억원 규모 회사 주식 장내 매수 공시 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 알테오젠 이사회 의장과 대표이사는 타사 경영진의 모범적인 책임경영 사례를 본받으세요. 너무하네"
DM-001043,268,토론방 본문,삼성전자,,,,삼성이 이대로 무너지진않을듯 모두가 내린다고 생각할때 ​ 매수해서 ​ 돈벌게요
DM-002229,268,토론방 댓글,알테오젠,,,,거기로 가소.. 쪽집게 무당처럼 벌써 저점에 샀겠지요?? 축하드립니다..^*^
DM-002419,268,토론방 댓글,한미반도체,,,,"장전 210,000원 50개 매도, 푼도 50만원 수익! 195,000원 50개 재매수! 에라이~~ 이래도 너처럼 묵히는 것만이 정답이니?ㅋㅋㅋㅋㅋ 210,000원 50개 매도 걸어놓음ㅋ"
DM-001264,268,토론방 댓글,LG에너지솔루션,,,,팔았으면 여기서 기웃거리지 말고 꺼져!
DM-001849,268,토론방 본문,에코프로비엠,,,,물타기 질문 ???(추매) 전문가님들!!! 질문 있습니다. 오늘 더 오를까요?? 종가에 빠질까요??
DM-004036,268,유튜브 댓글,삼프로TV,,,,삼전 하이닉스 안오르면 생길일 하락 슈퍼사이클 코스피 지수 ETF대량매도 코스피 200지수 종목 하락 지수하락 코스피 지수 ETF매도 코스피 200지수 편입종목하락 지수하락 ... . . . 슈퍼사이클 완성  반도체 쉬면 좋다? 다 게소리임 두종목안가면 다 못감
DM-001422,268,토론방 본문,현대차,,,,20만원까지 기다린다 아직매수하면안됨
DM-004240,268,유튜브 댓글,슈카월드,,,,​@from_from_0쳐다도안보고슨피만 7년째 샀는데 2배 먹었는데 신경 하나도 안쓰고
DM-001250,268,토론방 본문,LG에너지솔루션,,,,어렵겠지만 기다려본다 26만원 최저가 다시 한번 오면 진입해 보려고 째려보고 있다. 한번은 올꺼 같다.
DM-004687,268,유튜브 댓글,슈카월드,,,,"몰빵은 아니죠...자동차, 철강, 건설, 문화 컨텐츠..... 몰빵한 적 없어요. 몰빵은 항상 위험합니다"
DM-004025,268,유튜브 댓글,삼프로TV,,,,"기본을 잘 지키라는 말, 삼닉에 몰빵하지말고 여러 종목 분산해라. 삼닉 비중 좀 줄여라(상반기 같지 않다), 빚내서 하지마라"
DM-003731,268,유튜브 댓글,삼프로TV,,,,본전만 올라오면 국장 정리하고 미장으로 몰빵간다
DM-002264,268,토론방 본문,알테오젠,,,,이제  실실  매도타이밍 무증  받아봐야  영양가없다 ​ 권리락후  재매수가  현명하다 ​ 내일  공매성님들이  무쟈게  때릴겨 ​ ㅎㅎㅎㅎ
DM-001473,268,토론방 본문,현대차,,,,극우들이 웃긴게 놀기는 이마트 정용진이랑 놀다가 돈은 현대차 와서 공매도 버는구나야 신세계 이마트 사러가라 늬들 좋아하는 스벅도 좀 가고 그래서 매출 1/4토막 났드라야
DM-000349,268,토론방 제목,현대차,,,,KB  메릴 매수하게 하려고 반대로 자전돌렸네 ㅋㅋ
DM-001719,268,토론방 댓글,NAVER,,,,이것도 삼전 30만원에샀네 하...왜이러냐 네이버주주들은..
DM-003792,268,유튜브 댓글,삼프로TV,,,,"6월까지 국민연금 풀매수, 7월부터 매도. 이보다 더 수급에 영향주는거는 없다"
DM-003007,268,디시 제목,국내주식갤,,,,이재명 씨발아 부자들 돈 뺏어서 강제로 삼전하닉 매수시켜서 코스피 유지해
DM-002327,268,토론방 본문,한미반도체,,,,자~~~  또다시~~ 추매구간 들어 왔네요~~~ 우리 한번 잘~~~ 해봅시다~~^^♡♡♡♡♡
DM-002314,268,토론방 본문,한미반도체,,,,보합까지 일단 가보자 가즈아 ~~~~~ 공견 매도 물량 꾹꾹 담았다 아래서
DM-000480,268,토론방 제목,카카오,,,,나같아도 네이버사지 구지 이걸 왜?살까
DM-001504,268,토론방 댓글,카카오,,,,ㄲㄲㄲ 이런 바닥에 모하러 탈출하니~ 더 사야지~ 외인 기관 1주일만에 300만주 쓸어담은거 안보이니?~ㄲㄲㄲ
DM-003817,268,유튜브 댓글,삼프로TV,,,,"삼전 27.2만원,  하닉 172만 돌파하고 지지해서 매수해도 늦지 않는다~~적극 동감한 부분"
DM-000360,268,토론방 제목,현대차,,,,국회 자본시장법 불법공매도 처벌 강화 등 29건 통과
DM-001256,268,토론방 본문,LG에너지솔루션,,,,32층 밑으로 잡아야 합니다 털리지말고 외인 기관 평균단가 34-40 뺏기지말고 조금익절면 알아서하시고 ㅎ
DM-004059,268,유튜브 댓글,슈카월드,,,,분할 매수로 모든 갈고리에 낚였습니다.. 이제 인간 보단 물고기에 가까워진 기분..
DM-001340,268,토론방 본문,LG에너지솔루션,,,,오늘이 제일 저렴함 묻지말고 따지지말고 315아래로 공짜 풀매수 기관도 외인도 평단이 35이상이니 얼른 얼른
DM-001466,268,토론방 본문,현대차,,,,"탈출하라! 외국인, 기관 다 대량매도다~"
DM-001417,268,토론방 본문,현대차,,,,로봇주 이차전지 전부 폭등이네.. 현차 51만 가즈아  그래봤자 1월달 주가다  레인보우 50% 오를동안 현차 30% 빠짐 매출 200억짜리 레인보우 적자 잡주도 시총이 10조네.. 매출보다 시총이 몇백배 높은게냐..   현차 매출 200조다 양산이 가장 빠르다... 오늘  로봇 이차전지 폭등인데 현차 작년 주가수준...  지수는 5천에도 70만원이었다...  자전 누르고 KB 존나 또 반대로매수하는거 봐라.... 오늘  50만 가즈아~ 이제 거래 터져야지
DM-001668,268,토론방 댓글,NAVER,,,,전 30만원갈 때 안티글보고 팔았는데.... 개꿀
DM-003670,268,디시 본문,한국주식갤,,,,안팔고 버티면 강제로 매수하게될겁니다 단합해서 스마트개미의 힘을 보여줍시다
DM-001905,268,토론방 댓글,에코프로비엠,,,,그래도 당신이 부럽습니다 내가 봤을때 ~~ 에코프로로 번돈 그리고 퇴직금까지 몽땅 투자 그 기간중에 계속 보유했으면 그나마 반에 반 토막인데 돌 하나 땜에 엔*으로 가서 10분의 1토막 다시 다른 2차전지 매수 또다시 하락 얼마나 하락했는지 계좌를 못멸어보고  있음 작년에 신용대출 내어서 투입 안했기만 했어도 다행일텐데 하고 후회중입니다 50대 중반이되어가는 나~~ 이젠 주식이 두렵습니다 2009년부터 투자하며 2023년 까지 불패였지만 한순간에 모든것이 사라질 수 있다는 걸 ~ 내가 다시 일어 설수 있을지 너무 고통스럽습니다
DM-004642,268,유튜브 댓글,슈카월드,,,,90년대 말 인터넷 몰빵 했던것처럼 이번에도 잘 되어서 후손들이 먹고 살 길이 열리길
DM-001325,268,토론방 본문,LG에너지솔루션,,,,아~ 물렸네요 319500에 진입했어요.150주 ㅜㅜ 150주 추매여력 ​
DM-002394,268,토론방 본문,한미반도체,,,,캬 외인 기관 쌍끌이 매도 ㅋㅋㅋㅋㅋㅋㅋㅋ 곽과곽 ㅋㅋㅋㅋ
DM-003290,268,디시 본문,해외주식갤,,,,직감적으로 샀다가 매도벽보고 이성적으로 팔았는데 ㅋㅋ
DM-001069,268,토론방 본문,삼성전자,,,,프로그램. 매수로 바뀌었다. 골드만 힘내라 개관 박살내라.
DM-001027,268,토론방 본문,삼성전자,,,,지금은 누가뭐래도 단기 바닥권임 반등 전 급등락 패턴. 바닥다지고 개미들 물량 터는 중. 정리되면 단기반등 나온다. 몰빵치지말고 모아놔라. ​
DM-001573,268,토론방 본문,카카오,,,,참 이것도 주가라고 38000.    40000원도 터치 못하냐 참 장투지만 우습다 ㅋ 호가 2퍼안에 ㅇ매도수 보면 웃음밖에 안나온다 그래 이왕 포기니 니들끼리 놀아봐라
DM-001903,268,토론방 댓글,에코프로비엠,,,,주식을 단순하게 생각해. 5일선깨면 매도 5일선위로가면 매수. 20일건선 꺽기기 시작하면 단중기 추세변화. 기계적인 매매를해라
DM-003108,268,디시 본문,국내주식갤,,,,이번 급등기때 싹 정리해서 집 계약 보러다니더라 전세 들어갈 돈으로 매수하게 되었으니 투자 잘 한듯
DM-001363,268,토론방 본문,LG에너지솔루션,,,,ㅎㅎ 코스피 1만가야 35만가능 공매도 먹이감 당첨. lg엔솔 코스피 1만 가즈아 35만 찍어야지
DM-001188,268,토론방 본문,SK하이닉스,,,,혹 쥬린님들 태원성 주주환원 발표 땜시 매수한거여? 아님 그냥 막 그냥 막 하는거여? 나도 좀 알고 가즈아 갑자기 왜 올라간데 담을거남았는데 왜 올리는척하고 개미 매수면 또 털어먹을려고 나쁜Sg
DM-002288,268,토론방 댓글,알테오젠,,,,"반응 좋네? 더 알려줄게. ""그럼 무증이랑 액분이랑 뭔 차인데요!!! 다른 주식도 액분하는데 그건 악재라잖아요!!"" 야이.. 의도가 다르잖아. 액분은 매수 가격을 낮춰서 유동성, 즉 신규 유입을 목적으로 하는거고, 무증은 회사가 가지고 있는 현금을 주식으로 바꿔서(이러면 회사 돈 묶임) 주주님들.. 우리 회사 건강하고 튼튼해요.. 제발 빼지 말고 장기투자 해주세요.. 라고 말하는거임. 액분같은 짓거리랑은 성격 자체가 달라."
DM-002233,268,토론방 본문,알테오젠,,,,1억이상 매수체결 1위 ....어휴 이 개투 호구들 증말~ 호가 아래로 던지지말고 위로 걸어놓고 팔리면 짜지라고 더 갈것도 못가는겨 니들 때문에~
DM-001123,268,토론방 본문,SK하이닉스,,,,"★ 증안자금이 등판 가능한이유 온국민 삼전닉스 매수가 된상태에서 더이상의 폭락은 ​ 정권교체 지지율폭락을  유발할수 있기에, ​ 여기서는 증안자금이라도 등판해서 구원해야한다고 본다 ​ 지금도 많이 늦었다"
DM-002095,268,토론방 본문,에코프로,,,,프로그램  매도  물량 폭포수 같이 쏟아져라
DM-004998,268,유튜브 댓글,슈카월드,,,,Tsmc 가 삼전보다 각광받길래 그냥 샀는데 이게 수익률 150%가 될 줄은 몰랐지 적자인 기간도 꽤 길었거든🎉
DM-001207,268,토론방 본문,SK하이닉스,,,,프로그램 매수로 전환 물량지켜라잉~~~
DM-002154,268,토론방 댓글,알테오젠,,,,"여기서 공매도 친 돈으로 삼전 하닉들어가서 물렸나???  낮은 가격에 대차 많이 하던 데,.. 이걸로라도 일단 상환하면서 버텨보려고?? 삼전 하닉,.. 나도 들고 있지만, 당분간 조정 더 올수도 있을 듯 불안한 데,.. 거기 손절하고 여기꺼 사서 갚으슈,, 여기저기서 더 손실 보지말고,,,"
DM-000533,268,토론방 제목,NAVER,,,,네이버 팔았나? 팔고 어디로 갈껀데~
DM-004220,268,유튜브 댓글,슈카월드,,,,제3원칙: etf는 미장 지수추종만 산다
DM-001549,268,토론방 본문,카카오,,,,"공매도 숏커버링중, 급상승 원치 안음"
DM-003063,268,디시 본문,국내주식갤,,,,"2026 반도체 AI 데이터센터 투자 시대, 건설주 최대 수혜주 반도체와 AI가 건설 산업을 다시 살린다 2022년 이후 국내 건설업은 상당히 긴 침체를 경험했다. 고금리, PF(Project Financing) 부실, 공사비 상승, 지방 부동산 침체가 동시에 발생하면서 대부분의 건설사들은 신규 수주 확보에 어려움을 겪었다. 현재 건설경기의 가장 큰 문제를 다음 세 가지로 정리했다. 공사비 급등 고금리 지속 PF 금융 위축 이 세 가지 요인이 겹치면서 민간 건설시장은 사실상 장기간 침체 국면에 진입했다. 하지만 2026년 들어 분위기가 달라지고 있다. 정부와 대기업이 발표한 초대형 산업 투자 프로젝트가 건설업 전체의 흐름을 바꾸기 시작했기 때문이다. 2026 반도체 AI 데이터센터 투자 시대, 건설주 최대 수혜주 2026 반도체 AI 데이터센터 투자 시대, 건설주 최대 수혜주 반도체 클러스터와 "
DM-001403,268,토론방 본문,현대차,,,,코스닥 배급주려고... 눈물을 머금고 삼전 하닉 현기차  쌍매도 하노라~~~~코스닥 더 누르면 죽창들고 민주화 운동할듯.....
DM-004391,268,유튜브 댓글,슈카월드,,,,경제 범죄를 저질러도 법조계 공직자를 매수하던가 김앤장같은 전관 로펌을 고용하면 무죄로 풀어버리고 설사 대대적으로 이슈되서 그게 안 되더라도 어짜피 범죄 수익의 1%도 안 되는 푼돈을 내면 일사부재리로 종결내버리니 경제 범죄가 나날이 증가만 할 뿐 절대 안 바뀌지. 미친 나라 그 자체다.
DM-001898,268,토론방 본문,에코프로비엠,,,,"나이40 다시 재취업한다. 3년전 에코에 7억 부어놓고 반토막 겪고있는 호구다. 배터리 아저씨 덕분에 좋은 기업알게되서 좋았지만, 업황이 나락가버리고 빠재도 정치병 + 반도체 열폭질에...대머리 손절하고 요즘은 그냥 혼자 정보찾아보며 묵묵히 들고가고있다. 원금 7억에서 12억 찍힐때까진 좋았는데...주식은 참 어려운것 같다ㅋ 그나마 여윳돈이니 망정이지... ​ 파이어족할려고 했다가 2차전지 꼬라지보니 몇년은 더 걸릴것 같아서...50살까지는 다시 일해야할것 같다. ​ 다행히 타이밍 맞춰 좋은자리가 하나 생기더라 경력감안해서 연봉 6천중반까지 맞춰준다는데, 돈준만큼 얼마나 굴려먹을지 심란해서 잠도 안온다... ​ 그래 내 팔자에 뭔 리치피플이냐... 일이나 할란다."
DM-004225,268,유튜브 댓글,슈카월드,,,,이거 진짜다... 올해 반도체 오른거 참다참다 안 돼서 미장 익절하고 들어갔다가 이익금 전부 잃고 다시 미장왔다. 삼전 닉스 포모 오면 마이크론을 사라. 반도체 지수가 떨어지더라도 마크롱이 덜 떨어진다. 국장은 하지 않는다라는 제1원칙과 2원칙을 항상 준수해라....
DM-003894,268,유튜브 댓글,삼프로TV,,,,물론 본인 책임이 맞지만   빈센트  저 사람 이야기 첨엔 통하는듯했죠. 주린이들은~^ 무슨 기도가 통해? 진실을 알고 실력을 키우는거죠.  원칙에  맞게 행동하면 됩니다.  전 3개월만에 깨달았네요. 절대 몰빵하지 말것. 빚내지말구
DM-002129,268,토론방 본문,알테오젠,,,,그냥 가만히 있어. 매수하려면 26때 샀어야지.. ​
DM-000121,268,토론방 제목,SK하이닉스,,,,■이재명 최태원  말듣고 샀다가  인버스로 80% 복구중
DM-002932,268,디시 제목,국내주식갤,,,,"5주 전 외국인이 순매수한 섹터 건강관리, 그 뒤 5주 수급이 흥미롭네요"
DM-001372,268,토론방 본문,현대차,,,,전닉빼고 7공주 반도체밸류체인 많이빠진것  같은 착시 per 겁나비쌈 찐통으로 엄청난 영익 yoy100퍼 짜리 조선장산엔터 3년적자에서 흑전돌아나가는 밧데리주 등등 안전빵으로 요런애들  사야해 전닉은 사이클 끝물인지 뭔지 모르겟음 로봇바이오는 실적땜에 위험
DM-002382,268,토론방 본문,한미반도체,,,,주가세력 공매도 힘이 이렇게 무섭네요
DM-002372,268,토론방 본문,한미반도체,,,,외인은 그렇다치고  개 기관 이쎄리들이 꼴통짓거리하네 미쵸 뭐하자는겨  기관 죄다 매도치면 우짜라는겨  증시를개판 만드네
DM-004676,268,유튜브 댓글,슈카월드,,,,그당시 몰빵으러 imf 산업기반 몇개를 날려먹었는데
DM-001342,268,토론방 본문,LG에너지솔루션,,,,테슬라가 자체 밧데리를 훨씬 싸게 만든다니 Y에부터 그 싼 밧데리를 장착했기에 제일 싸게 판다함. ​ 아무래도 미국놈들이 기술은 발달하여 만든다 하면 금새 해버리네요. ​ 더구나 ai기술이 앞서니 기술개발도 빠른가 봄. ​ 공장도 훨씬 적게 만들어도 생산수율도 좋다 하니 ​ 밧데리도 가고 반도체도 가면 뭐가 남을려는지 걱정임 ​
DM-001838,268,토론방 본문,에코프로비엠,,,,계속 악의적 리포트 발행하고 공매도 치고 그러다 피똥싼다 니들!
DM-003826,268,유튜브 댓글,삼프로TV,,,,하쌤이 끝부분에 삼전과 하닉 프로그램 매수매도 잡히는 부분 설명해주신 것이 이해가 잘 안됩니다.ㅠㅠ
DM-001221,268,토론방 본문,SK하이닉스,,,,1519000원 제자리 맴맴 돌고 변화없는 하루 네요 ㅎㅎㅎ 뭣하러 1100여주 가까히 매수해서 뻘짓처럼 이러고 있는지 ㅎㅎㅎ 그래도 내일이라도 수익 ​ 2천은 기본 먹고 나온다 확신합니다 ​ 딱보니 ​ 낼이나 오늘 둘중 한자리는 먹습니다
DM-004720,268,유튜브 댓글,슈카월드,,,,​ @maximus_decimus-q8f  ㅇㅇ 호남이 영남에 비해 줫나 뒤쳐졌지 그동안 영남 몰빵했으니ㅇㅇ 그래서 반도체로 호남 지역균형 이루려는데 불만?ㅋ
DM-001815,268,토론방 본문,에코프로비엠,,,,"차트만 보면 팔 자리는 아니다. 그렇다고 오를 자리도 아니고 그래, 물렸으면 갖고 있어라. 근데 나라면 팔고 딴 거 산다. ㅎ ​"
DM-004703,268,유튜브 댓글,슈카월드,,,,90년대말 인터넷 몰빵 안 했음 80년대부터 차근차근 준비하던 거고 90년대 말에 계획보다 좀 더 앞당겨서 했을 뿐임
DM-001804,268,토론방 본문,에코프로비엠,,,,"매도 리포트 쓰고 졸라 강아지처럼 쳐대잖아? 맨날 해오던 짓 ​ 근데 오르잖아 누구는 25마넌, 20마넌 보는 리포트도 있거든 ​ 광어눈 같은 눈으로 쳐다보지말고 똑바로 한번 쳐다봐라 ​"
DM-001508,268,토론방 댓글,카카오,,,,그러게..아직 너 안팔았네...빨리 너 팔아라..내일이라고 가게...
DM-003729,268,유튜브 댓글,삼프로TV,,,,"주린이 일수록 국장은 멀리해야~~결과적으론 아주 취약한 시장입니다. 어제 외인들이 막판 선물 대량매도해서 시작은 상승중이나 갈수록 하락할것(장담, 왜 선물로 장난쳐서 배불린다음 올려도 올릴것), 매크로로는 다 좋음/ 지들도 오늘 마냥 빼기엔 분치보일거라 보기엔 어제와 같은 폭락장은 안될 듯~~"
DM-001135,268,토론방 본문,SK하이닉스,,,,■울 한경 동호회만 보합오면 인버스 약  400억  매수 대기중~~ 난  안할거라  공개함 ​ 그런데 동호회  회장말따라  해서  전부  엄청  수익남
DM-001614,268,토론방 본문,카카오,,,,나같아도 네이버사지 구지 이걸 왜?살까 생각이 든다....
DM-002157,268,토론방 댓글,알테오젠,,,,오 얘왔다 다시 매수타이밍 ㄱㄱㄱㄱㄱㄱ😂
DM-001857,268,토론방 본문,에코프로비엠,,,,dog잡주 dog폭등중 ㅋㅋㅋㅋ 역시 비엠 ㅋㅋㅋㅋ ​ 실적3분기도 어닝 쇼크 예정 ㅋㅋㅋㅋ ​ 어여사라  신용 미수 몰빵 가즈아 ㅋㅋㅋ
DM-003543,268,디시 제목,한국주식갤,,,,오늘 반도체 몰빵러 말고는 다 벌고있지 않음?
DM-001574,268,토론방 본문,카카오,,,,손가락 자기손가락을 움직여 사놓곤 뭔 불만이 이리도 많아  싫으면 매도하면 되잖아
DM-000852,268,토론방 제목,알테오젠,,,,1억이상 매수체결 1위 ....어휴 이 개투
DM-002150,268,토론방 본문,알테오젠,,,,"^*^ 공매도 물량 10만주 정도 매집했을려나?? 안팔면,... 공매도 물량 갚던지 말던지,.. 그건 그대들이 알아서 할 일,.. 진성주주들은 아마도 권리락 전 주가로 45만원 선 정도... 권리락후 주가로 346000원 정도.. 이정도까진 갈 수 밖에 없고,.. 이후 공시내용에 따라 최고가 갱신도 가능하다고 보는 입장.. ​ 오늘,.. 매집 제대로 했어도 10만주 언더일 듯,.. 언제 매집하는 게 더 싼지는 그대들이 더 잘 알고 있을 듯 하고,.. ​ 내일 머크,,, 컨콜에,.. 나온다는 LO!!! 기대감,,, 1건일지 다수일지.. 요것도 관심사고,.. ​ 자신없는 분들은 지금이 고점일 수도 있으니 파시고,.. 낼 권리락 이후 다시 들어오시던지.. 삼전 하닉으로 가시던 지... 거기도 많이 떨어졌으니,.. ​ 믿으면 고~~~~우!!! 못 믿으면 하~~~아~~~차!!! ​ 난 언제나 고~~~~우"
DM-002232,268,토론방 본문,알테오젠,,,,외국인 투신 연기금 트리플 매수 중 키움(개미)증권 35000주 순매도 탈탈 털리는 중
DM-002181,268,토론방 본문,알테오젠,,,,신용미수전재산몰빵 집산다 상가자 패는보여졌다  패는보여졌다 바닥찍고 상승만 남았다
DM-001226,268,토론방 본문,SK하이닉스,,,,"그렇게 돈을 따고 싶냐? 그럼 내가 알켜 줄께, 오늘 150에 10주 사라. 담에 75만원 오거든 30주 더사라. 그담엔 40만원 오면 100주 사고, 그담엔  20만원 오거든 200주 추매. 이담에 10만원 오거든  500주 사고, 그후에 5만원 오면 알지? 2000주 사라고, 2만원 오면 전재산 털어서 사봐. 그러면, 꼭 먹을거야. ​ 10주 샀는데, 다음달에 50푸로 먹었다고? 그럼. 5주만 더 사고 그만사. ​"
DM-001518,268,토론방 본문,카카오,,,,"여기도 셀트리온과 비슷.. 악재없이 호재가 나오는데 바닥에서도 반응을 안함.. 차트는 우상향인 듯하지만 증시 안좋으면 바로 다시 내려꽂음.. 거래원에서 신한과 제이피의 장난이 심한것도 공통점.. 또 비슷한 것이 유한양행.. 아무래도 비슷한 공매도 세력의 타겟이 되어 있는 대형주가 셀트, 카카오, 유한양행.. 셀트는 회사가 노력이라도 하니 한번씩 튀는데 카카오는.."
DM-001203,268,토론방 본문,SK하이닉스,,,,한국증권ㅁ찐늄 매도25만주= 하닉목표가 470만원- 연구원 채민숙사기꾼늄 KB증권ㅁ찐늄 매도12만주= 하닉목표가 420만원-리서치본부장 김동원사기꾼늄 ​ 우리시장 국내증권사악마들의 연구원늄들은 전부 사기꾼늄들 밖에 없다 ​ 한국증권/KB증권 2마리 악마들 매도보면 증권사악마늄들이 팔아먹기 위해 연구원사기꾼늄들의 목표가는 뻥튀기목표가  조작 사기일 뿐이다
DM-000535,268,토론방 제목,NAVER,,,,아빠! 우리는 왜 집이 없어요? 2026년에 반도체 불장때 옆집은 수익내서 집 샀다던데
DM-004006,268,유튜브 댓글,삼프로TV,,,,40%이상 물렸으면 다 팔고 저점에서 다시 재매수 하는게 나을듯
DM-001887,268,토론방 댓글,에코프로비엠,,,,게코를 경영하는 새:: 끼들은 능력 부재의 닭대가리들이다. 실적 부진을 시장 탓만 하고 있자나. 시장이 안 좋으면 방법을 찾아야 하는게 그래서 실적을 맞추고 주가가 빠지지 않게 하는게 경영자들의 기본 마인드 아닌가? 시장이 안 좋으면 사라질 회사야. 영업 능력도 졸라 없는 새:: 끼들. 영업실적이 부진하면 전사적으로 영업을 해서라도 재무제표는 정상적으로 만들어야 하는거 아닌가? 유증이니 뭐니 해서 개미들 호주머니만 털 생각하지 말고...
DM-001242,268,토론방 본문,LG에너지솔루션,,,,2차전지를 살꺼면 대장주를 사야지 sdi 안사고 뭐해 ㅡㅡ
DM-001319,268,토론방 본문,LG에너지솔루션,,,,"공매도 상위 세력들이 외국계가 많은데 메릴린치 인터내셔널, 모건스탠리 인터내셔널, 골드만삭스 인터내셔널, 에이치에스비씨, UBS / 크레디트스위스 ​ 지금 미국에서 벌어지고 있는 펀드사냥이랑 관련있는게 아닐까... 펀더멘털은 오히려 좋아지고 있지만 주가를 눌러서 여기에 투자하고 있는 펀드들을 청산시키는.... 최근 30조짜리 펀드가 청산당하면서 의심이 들 수 밖에 없긴함... 아니면 말고~ 그냥 의심만 해보는거임"
DM-003893,268,유튜브 댓글,삼프로TV,,,,투자는 본인 책임입니다 유튜브 보면서 전문가들이 사라는거 산다고 다 돈벌면 대한민국에 부자 아닌사람이 없겠죠
DM-002316,268,토론방 본문,한미반도체,,,,"영업이익률 51.9%에도 주가는 하락한 한미반도체 관련 뉴스 창사 최대 매출에도 실적 발표 전보다 주가 낮아 목표주가 10만~50만원…'매출 2조' 현실성도 도마 ​ 곽동신 회장이 이끄는 한미반도체는 2분기 최대 실적에도 불구하고 주가 고전을 겪고 있다. /한미반도체 ​ ​ [더팩트｜윤정원 기자] 한미반도체가 2분기 창사 이래 최대 실적을 냈지만 주가는 실적 발표 이전 수준으로 되돌아갔다. 영업이익률 51.9%에도 분기별 실적 변동성과 기존 성장 목표의 현실성을 둘러싼 의문이 커지면서 적정 기업가치 논쟁이 다시 불붙고 있다. ​ ◆ 상한가 보름 만에 원점…최대 실적도 못 지킨 주가 ​ 4일 한국거래소에 따르면 한미반도체는 전날 20만2500원에 거래를 마쳤다. 전 거래일보다 5.59% 내린 가격으로, 2분기 실적 발표 직전인 지난달 14일 종가 20만7500원보다도 2.4% 낮다. ​ 한미반도체"
DM-004105,268,유튜브 댓글,슈카월드,,,,​ @UCJwqdp_y1tIDueidvDR4UKQ  네 저번주에도 131에 사서 170에 전량 매도함ㅋㅋㅋ 개꿀딱임ㅋㅋㅋㅋ
DM-001430,268,토론방 본문,현대차,,,,고점에 물려 2달동안 고문받고있다..물타고 물타도 주가는 더 떨어지고 손실만 더 키웠는데 어디까지 가나 ..손실액이 커서 손절도 못하고 꼬락서니를 지켜보는 수밖에...어제는 로봇주 다올라도 처박더니 오늘은 왜 하락하는건지...노조 때문이겠지..
DM-001236,268,토론방 본문,LG에너지솔루션,,,,7월8일부터 19거래일 횡보네 공매도들도 지치겠다 슬슬 숏커버 하지 숏커버 누가 먼저 하냐 눈치싸움 안하나...
DM-001743,268,토론방 본문,NAVER,,,,오늘 장초반에 팔았어야 됏나? ​ .. . . .. . . . . . 이슈는 많아서 갈거 같기는한데  그동안 뒤통수 맞은게 많아서 ​ 너무 불안하네요 ​ 그냥 오전장 초반에 먹고 나왔으면 어땠을까 하네요 ​ 다시 눌림오면 그때 진입하면 될거 같은데  이거뭐 알수가 없으니 ​ 그냥 참고 가볼랍니다. ​ 모두 성투하세요~! ​ ​
DM-003071,268,디시 본문,국내주식갤,,,,누가 투자하라고 협박함? ㅋㅋㅋ 리스크관리도 안되고 무지성 투자 몰빵치는 도박의 무능한 민족성이문제지 우리나라에만 있는 상품도 아니고 ㅋㅋㅋㅋ
DM-000700,268,토론방 제목,에코프로,,,,버티는거 보니 추세 전환인가 보다...풀매수 대응하자..
DM-001110,268,토론방 본문,삼성전자,,,,"영차 영차 외인 헷지 잡으러가자 매수 매수 ​ 영차 영차 ​ 세계 1위 매출~!! ​ 매출 믿고, 영익 믿어라"
DM-001537,268,토론방 본문,카카오,,,,가두리 양식으로 공매도 숏커버링이라 ㅋ
DM-003069,268,디시 본문,국내주식갤,,,,AI 시장의 대전환 시작! AI 인프라 관련주 TOP5 총정리 AI 시장이 다시 커지는 이유 AI 시장은 이제 단순한 생성형 AI 경쟁을 넘어 실제 기업들이 업무에 적용하는 AX(AI Transformation) 시대에 진입하고 있습니다. 교보증권 리서치센터 보고서에서는 앞으로의 AI 시장은 모델 경쟁보다 기업이 실제 업무에서 AI를 얼마나 효율적으로 활용하는가 가 가장 중요한 성장 포인트라고 분석했습니다. 많은 투자자들이 AI 반도체만 주목하고 있지만 앞으로는 다음과 같은 산업들이 동시에 성장할 가능성이 높습니다. AI 데이터센터 GPU 클라우드 AI 추론(Inference) AI 플랫폼 기업용 AI 솔루션 AX 구축 서비스 AI SI(System Integration) AI 클라우드 이러한 변화는 국내 기업들에게도 매우 큰 기회가 될 수 있습니다. AI 시장의 대전환 시작! AI 인프라 관련
DM-000552,268,토론방 제목,NAVER,,,,"네이버 외국인/기관 1,400억 대량순매수"
DM-002083,268,토론방 본문,에코프로,,,,실적이 좋아도 내리고 나빠도 내린다 매수기회입니다
DM-002959,268,디시 제목,국내주식갤,,,,ETF 2배 레버러지 샀는데 왜 더 손해인가요?
